,r,i,i',t,T
6289,1,14,15,20,0.0
6290,1,14,15,21,0.0
6291,1,14,15,22,0.0
6292,1,14,15,23,0.0
6293,1,14,15,24,0.0
6294,1,14,15,25,0.0
6295,1,14,15,26,0.0
6296,1,14,15,27,0.0
6297,1,14,15,28,0.0
6298,1,14,15,29,0.0
6299,1,14,15,30,-0.0
6300,1,15,1,1,0.0
6301,1,15,1,2,0.0
6302,1,15,1,3,0.0
6303,1,15,1,4,0.0
6304,1,15,1,5,0.0
6305,1,15,1,6,0.0
6306,1,15,1,7,0.0
6307,1,15,1,8,0.0
6308,1,15,1,9,0.0
6309,1,15,1,10,0.0
6310,1,15,1,11,0.0
6311,1,15,1,12,0.0
6312,1,15,1,13,0.0
6313,1,15,1,14,0.0
6314,1,15,1,15,0.0
6315,1,15,1,16,0.0
6316,1,15,1,17,0.0
6317,1,15,1,18,0.0
6318,1,15,1,19,0.0
6319,1,15,1,20,0.0
6320,1,15,1,21,0.0
6321,1,15,1,22,0.0
6322,1,15,1,23,0.0
6323,1,15,1,24,0.0
6324,1,15,1,25,0.0
6325,1,15,1,26,0.0
6326,1,15,1,27,0.0
6327,1,15,1,28,0.0
6328,1,15,1,29,0.0
6329,1,15,1,30,-0.0
6330,1,15,2,1,0.0
6331,1,15,2,2,0.0
6332,1,15,2,3,0.0
6333,1,15,2,4,0.0
6334,1,15,2,5,0.0
6335,1,15,2,6,0.0
6336,1,15,2,7,0.0
6337,1,15,2,8,0.0
6338,1,15,2,9,0.0
6339,1,15,2,10,0.0
6340,1,15,2,11,0.0
6341,1,15,2,12,0.0
6342,1,15,2,13,0.0
6343,1,15,2,14,0.0
6344,1,15,2,15,0.0
6345,1,15,2,16,0.0
6346,1,15,2,17,0.0
6347,1,15,2,18,0.0
6348,1,15,2,19,0.0
6349,1,15,2,20,0.0
6350,1,15,2,21,0.0
6351,1,15,2,22,0.0
6352,1,15,2,23,0.0
6353,1,15,2,24,0.0
6354,1,15,2,25,0.0
6355,1,15,2,26,0.0
6356,1,15,2,27,0.0
6357,1,15,2,28,0.0
6358,1,15,2,29,0.0
6359,1,15,2,30,-0.0
6360,1,15,3,1,0.0
6361,1,15,3,2,0.0
6362,1,15,3,3,0.0
6363,1,15,3,4,0.0
6364,1,15,3,5,0.0
6365,1,15,3,6,0.0
6366,1,15,3,7,0.0
6367,1,15,3,8,0.0
6368,1,15,3,9,0.0
6369,1,15,3,10,0.0
6370,1,15,3,11,0.0
6371,1,15,3,12,0.0
6372,1,15,3,13,0.0
6373,1,15,3,14,0.0
6374,1,15,3,15,0.0
6375,1,15,3,16,0.0
6376,1,15,3,17,0.0
6377,1,15,3,18,0.0
6378,1,15,3,19,0.0
6379,1,15,3,20,0.0
6380,1,15,3,21,0.0
6381,1,15,3,22,0.0
6382,1,15,3,23,0.0
6383,1,15,3,24,0.0
6384,1,15,3,25,0.0
6385,1,15,3,26,0.0
6386,1,15,3,27,0.0
6387,1,15,3,28,0.0
6388,1,15,3,29,0.0
6389,1,15,3,30,-0.0
6390,1,15,4,1,0.0
6391,1,15,4,2,0.0
6392,1,15,4,3,0.0
6393,1,15,4,4,0.0
6394,1,15,4,5,0.0
6395,1,15,4,6,0.0
6396,1,15,4,7,0.0
6397,1,15,4,8,0.0
6398,1,15,4,9,0.0
6399,1,15,4,10,0.0
6400,1,15,4,11,0.0
6401,1,15,4,12,0.0
6402,1,15,4,13,0.0
6403,1,15,4,14,0.0
6404,1,15,4,15,0.0
6405,1,15,4,16,0.0
6406,1,15,4,17,0.0
6407,1,15,4,18,0.0
6408,1,15,4,19,0.0
6409,1,15,4,20,0.0
6410,1,15,4,21,0.0
6411,1,15,4,22,0.0
6412,1,15,4,23,0.0
6413,1,15,4,24,0.0
6414,1,15,4,25,0.0
6415,1,15,4,26,0.0
6416,1,15,4,27,0.0
6417,1,15,4,28,0.0
6418,1,15,4,29,0.0
6419,1,15,4,30,-0.0
6420,1,15,5,1,0.0
6421,1,15,5,2,0.0
6422,1,15,5,3,0.0
6423,1,15,5,4,0.0
6424,1,15,5,5,0.0
6425,1,15,5,6,0.0
6426,1,15,5,7,0.0
6427,1,15,5,8,0.0
6428,1,15,5,9,0.0
6429,1,15,5,10,0.0
6430,1,15,5,11,0.0
6431,1,15,5,12,0.0
6432,1,15,5,13,0.0
6433,1,15,5,14,0.0
6434,1,15,5,15,0.0
6435,1,15,5,16,0.0
6436,1,15,5,17,0.0
6437,1,15,5,18,0.0
6438,1,15,5,19,0.0
6439,1,15,5,20,0.0
6440,1,15,5,21,0.0
6441,1,15,5,22,0.0
6442,1,15,5,23,0.0
6443,1,15,5,24,0.0
6444,1,15,5,25,0.0
6445,1,15,5,26,0.0
6446,1,15,5,27,0.0
6447,1,15,5,28,0.0
6448,1,15,5,29,0.0
6449,1,15,5,30,-0.0
6450,1,15,6,1,0.0
6451,1,15,6,2,0.0
6452,1,15,6,3,0.0
6453,1,15,6,4,0.0
6454,1,15,6,5,0.0
6455,1,15,6,6,0.0
6456,1,15,6,7,0.0
6457,1,15,6,8,0.0
6458,1,15,6,9,0.0
6459,1,15,6,10,0.0
6460,1,15,6,11,0.0
6461,1,15,6,12,0.0
6462,1,15,6,13,0.0
6463,1,15,6,14,0.0
6464,1,15,6,15,0.0
6465,1,15,6,16,0.0
6466,1,15,6,17,0.0
6467,1,15,6,18,0.0
6468,1,15,6,19,0.0
6469,1,15,6,20,0.0
6470,1,15,6,21,0.0
6471,1,15,6,22,0.0
6472,1,15,6,23,0.0
6473,1,15,6,24,0.0
6474,1,15,6,25,0.0
6475,1,15,6,26,0.0
6476,1,15,6,27,0.0
6477,1,15,6,28,0.0
6478,1,15,6,29,0.0
6479,1,15,6,30,-0.0
6480,1,15,7,1,0.0
6481,1,15,7,2,0.0
6482,1,15,7,3,0.0
6483,1,15,7,4,0.0
6484,1,15,7,5,0.0
6485,1,15,7,6,0.0
6486,1,15,7,7,0.0
6487,1,15,7,8,0.0
6488,1,15,7,9,0.0
6489,1,15,7,10,0.0
6490,1,15,7,11,0.0
6491,1,15,7,12,0.0
6492,1,15,7,13,0.0
6493,1,15,7,14,0.0
6494,1,15,7,15,0.0
6495,1,15,7,16,0.0
6496,1,15,7,17,0.0
6497,1,15,7,18,0.0
6498,1,15,7,19,0.0
6499,1,15,7,20,0.0
6500,1,15,7,21,0.0
6501,1,15,7,22,0.0
6502,1,15,7,23,0.0
6503,1,15,7,24,0.0
6504,1,15,7,25,0.0
6505,1,15,7,26,0.0
6506,1,15,7,27,0.0
6507,1,15,7,28,0.0
6508,1,15,7,29,0.0
6509,1,15,7,30,-0.0
6510,1,15,8,1,0.0
6511,1,15,8,2,0.0
6512,1,15,8,3,0.0
6513,1,15,8,4,0.0
6514,1,15,8,5,0.0
6515,1,15,8,6,0.0
6516,1,15,8,7,0.0
6517,1,15,8,8,0.0
6518,1,15,8,9,0.0
6519,1,15,8,10,0.0
6520,1,15,8,11,0.0
6521,1,15,8,12,0.0
6522,1,15,8,13,0.0
6523,1,15,8,14,0.0
6524,1,15,8,15,0.0
6525,1,15,8,16,0.0
6526,1,15,8,17,0.0
6527,1,15,8,18,0.0
6528,1,15,8,19,0.0
6529,1,15,8,20,0.0
6530,1,15,8,21,0.0
6531,1,15,8,22,0.0
6532,1,15,8,23,0.0
6533,1,15,8,24,0.0
6534,1,15,8,25,0.0
6535,1,15,8,26,0.0
6536,1,15,8,27,0.0
6537,1,15,8,28,0.0
6538,1,15,8,29,0.0
6539,1,15,8,30,-0.0
6540,1,15,9,1,0.0
6541,1,15,9,2,0.0
6542,1,15,9,3,0.0
6543,1,15,9,4,0.0
6544,1,15,9,5,0.0
6545,1,15,9,6,0.0
6546,1,15,9,7,0.0
6547,1,15,9,8,0.0
6548,1,15,9,9,0.0
6549,1,15,9,10,0.0
6550,1,15,9,11,0.0
6551,1,15,9,12,0.0
6552,1,15,9,13,0.0
6553,1,15,9,14,0.0
6554,1,15,9,15,0.0
6555,1,15,9,16,0.0
6556,1,15,9,17,0.0
6557,1,15,9,18,0.0
6558,1,15,9,19,0.0
6559,1,15,9,20,0.0
6560,1,15,9,21,0.0
6561,1,15,9,22,0.0
6562,1,15,9,23,0.0
6563,1,15,9,24,0.0
6564,1,15,9,25,0.0
6565,1,15,9,26,0.0
6566,1,15,9,27,0.0
6567,1,15,9,28,0.0
6568,1,15,9,29,0.0
6569,1,15,9,30,-0.0
6570,1,15,10,1,0.0
6571,1,15,10,2,0.0
6572,1,15,10,3,0.0
6573,1,15,10,4,0.0
6574,1,15,10,5,0.0
6575,1,15,10,6,0.0
6576,1,15,10,7,0.0
6577,1,15,10,8,0.0
6578,1,15,10,9,0.0
6579,1,15,10,10,0.0
6580,1,15,10,11,0.0
6581,1,15,10,12,0.0
6582,1,15,10,13,0.0
6583,1,15,10,14,0.0
6584,1,15,10,15,0.0
6585,1,15,10,16,0.0
6586,1,15,10,17,0.0
6587,1,15,10,18,0.0
6588,1,15,10,19,0.0
6589,1,15,10,20,0.0
6590,1,15,10,21,0.0
6591,1,15,10,22,0.0
6592,1,15,10,23,0.0
6593,1,15,10,24,0.0
6594,1,15,10,25,0.0
6595,1,15,10,26,0.0
6596,1,15,10,27,0.0
6597,1,15,10,28,0.0
6598,1,15,10,29,0.0
6599,1,15,10,30,-0.0
6600,1,15,11,1,0.0
6601,1,15,11,2,0.0
6602,1,15,11,3,0.0
6603,1,15,11,4,0.0
6604,1,15,11,5,0.0
6605,1,15,11,6,0.0
6606,1,15,11,7,0.0
6607,1,15,11,8,0.0
6608,1,15,11,9,0.0
6609,1,15,11,10,0.0
6610,1,15,11,11,0.0
6611,1,15,11,12,0.0
6612,1,15,11,13,0.0
6613,1,15,11,14,0.0
6614,1,15,11,15,0.0
6615,1,15,11,16,0.0
6616,1,15,11,17,0.0
6617,1,15,11,18,0.0
6618,1,15,11,19,0.0
6619,1,15,11,20,0.0
6620,1,15,11,21,0.0
6621,1,15,11,22,0.0
6622,1,15,11,23,0.0
6623,1,15,11,24,0.0
6624,1,15,11,25,0.0
6625,1,15,11,26,0.0
6626,1,15,11,27,0.0
6627,1,15,11,28,0.0
6628,1,15,11,29,0.0
6629,1,15,11,30,-0.0
6630,1,15,12,1,0.0
6631,1,15,12,2,0.0
6632,1,15,12,3,0.0
6633,1,15,12,4,0.0
6634,1,15,12,5,0.0
6635,1,15,12,6,0.0
6636,1,15,12,7,0.0
6637,1,15,12,8,0.0
6638,1,15,12,9,0.0
6639,1,15,12,10,0.0
6640,1,15,12,11,0.0
6641,1,15,12,12,0.0
6642,1,15,12,13,0.0
6643,1,15,12,14,0.0
6644,1,15,12,15,0.0
6645,1,15,12,16,0.0
6646,1,15,12,17,0.0
6647,1,15,12,18,0.0
6648,1,15,12,19,0.0
6649,1,15,12,20,0.0
6650,1,15,12,21,0.0
6651,1,15,12,22,0.0
6652,1,15,12,23,0.0
6653,1,15,12,24,0.0
6654,1,15,12,25,0.0
6655,1,15,12,26,0.0
6656,1,15,12,27,0.0
6657,1,15,12,28,0.0
6658,1,15,12,29,0.0
6659,1,15,12,30,-0.0
6660,1,15,13,1,0.0
6661,1,15,13,2,0.0
6662,1,15,13,3,0.0
6663,1,15,13,4,0.0
6664,1,15,13,5,0.0
6665,1,15,13,6,0.0
6666,1,15,13,7,0.0
6667,1,15,13,8,0.0
6668,1,15,13,9,0.0
6669,1,15,13,10,0.0
6670,1,15,13,11,0.0
6671,1,15,13,12,0.0
6672,1,15,13,13,0.0
6673,1,15,13,14,0.0
6674,1,15,13,15,0.0
6675,1,15,13,16,0.0
6676,1,15,13,17,0.0
6677,1,15,13,18,0.0
6678,1,15,13,19,0.0
6679,1,15,13,20,0.0
6680,1,15,13,21,0.0
6681,1,15,13,22,0.0
6682,1,15,13,23,0.0
6683,1,15,13,24,0.0
6684,1,15,13,25,0.0
6685,1,15,13,26,0.0
6686,1,15,13,27,0.0
6687,1,15,13,28,0.0
6688,1,15,13,29,0.0
6689,1,15,13,30,-0.0
6690,1,15,14,1,0.0
6691,1,15,14,2,0.0
6692,1,15,14,3,0.0
6693,1,15,14,4,0.0
6694,1,15,14,5,0.0
6695,1,15,14,6,0.0
6696,1,15,14,7,0.0
6697,1,15,14,8,0.0
6698,1,15,14,9,0.0
6699,1,15,14,10,0.0
6700,1,15,14,11,0.0
6701,1,15,14,12,0.0
6702,1,15,14,13,0.0
6703,1,15,14,14,0.0
6704,1,15,14,15,0.0
6705,1,15,14,16,0.0
6706,1,15,14,17,0.0
6707,1,15,14,18,0.0
6708,1,15,14,19,0.0
6709,1,15,14,20,0.0
6710,1,15,14,21,0.0
6711,1,15,14,22,0.0
6712,1,15,14,23,0.0
6713,1,15,14,24,0.0
6714,1,15,14,25,0.0
6715,1,15,14,26,0.0
6716,1,15,14,27,0.0
6717,1,15,14,28,0.0
6718,1,15,14,29,0.0
6719,1,15,14,30,-0.0
6720,1,15,15,1,-0.0
6721,1,15,15,2,-0.0
6722,1,15,15,3,-0.0
6723,1,15,15,4,-0.0
6724,1,15,15,5,-0.0
6725,1,15,15,6,-0.0
6726,1,15,15,7,-0.0
6727,1,15,15,8,-0.0
6728,1,15,15,9,-0.0
6729,1,15,15,10,-0.0
6730,1,15,15,11,-0.0
6731,1,15,15,12,-0.0
6732,1,15,15,13,-0.0
6733,1,15,15,14,-0.0
6734,1,15,15,15,-0.0
6735,1,15,15,16,-0.0
6736,1,15,15,17,-0.0
6737,1,15,15,18,-0.0
6738,1,15,15,19,-0.0
6739,1,15,15,20,-0.0
6740,1,15,15,21,-0.0
6741,1,15,15,22,-0.0
6742,1,15,15,23,-0.0
6743,1,15,15,24,-0.0
6744,1,15,15,25,-0.0
6745,1,15,15,26,-0.0
6746,1,15,15,27,-0.0
6747,1,15,15,28,-0.0
6748,1,15,15,29,-0.0
6749,1,15,15,30,-0.0
6750,2,1,1,1,-0.0
6751,2,1,1,2,-0.0
6752,2,1,1,3,-0.0
6753,2,1,1,4,-0.0
6754,2,1,1,5,-0.0
6755,2,1,1,6,-0.0
6756,2,1,1,7,-0.0
6757,2,1,1,8,-0.0
6758,2,1,1,9,-0.0
6759,2,1,1,10,-0.0
6760,2,1,1,11,-0.0
6761,2,1,1,12,-0.0
6762,2,1,1,13,-0.0
6763,2,1,1,14,-0.0
6764,2,1,1,15,-0.0
6765,2,1,1,16,-0.0
6766,2,1,1,17,-0.0
6767,2,1,1,18,-0.0
6768,2,1,1,19,-0.0
6769,2,1,1,20,-0.0
6770,2,1,1,21,-0.0
6771,2,1,1,22,-0.0
6772,2,1,1,23,-0.0
6773,2,1,1,24,-0.0
6774,2,1,1,25,-0.0
6775,2,1,1,26,-0.0
6776,2,1,1,27,-0.0
6777,2,1,1,28,-0.0
6778,2,1,1,29,-0.0
6779,2,1,1,30,-0.0
6780,2,1,2,1,0.0
6781,2,1,2,2,0.0
6782,2,1,2,3,0.0
6783,2,1,2,4,0.0
6784,2,1,2,5,0.0
6785,2,1,2,6,0.0
6786,2,1,2,7,0.0
6787,2,1,2,8,0.0
6788,2,1,2,9,0.0
6789,2,1,2,10,0.0
6790,2,1,2,11,0.0
6791,2,1,2,12,0.0
6792,2,1,2,13,0.0
6793,2,1,2,14,0.0
6794,2,1,2,15,0.0
6795,2,1,2,16,0.0
6796,2,1,2,17,0.0
6797,2,1,2,18,0.0
6798,2,1,2,19,0.0
6799,2,1,2,20,0.0
6800,2,1,2,21,0.0
6801,2,1,2,22,0.0
6802,2,1,2,23,0.0
6803,2,1,2,24,0.0
6804,2,1,2,25,0.0
6805,2,1,2,26,0.0
6806,2,1,2,27,0.0
6807,2,1,2,28,0.0
6808,2,1,2,29,0.0
6809,2,1,2,30,-0.0
6810,2,1,3,1,0.0
6811,2,1,3,2,0.0
6812,2,1,3,3,0.0
6813,2,1,3,4,0.0
6814,2,1,3,5,0.0
6815,2,1,3,6,0.0
6816,2,1,3,7,0.0
6817,2,1,3,8,0.0
6818,2,1,3,9,0.0
6819,2,1,3,10,0.0
6820,2,1,3,11,0.0
6821,2,1,3,12,0.0
6822,2,1,3,13,0.0
6823,2,1,3,14,0.0
6824,2,1,3,15,0.0
6825,2,1,3,16,0.0
6826,2,1,3,17,0.0
6827,2,1,3,18,0.0
6828,2,1,3,19,0.0
6829,2,1,3,20,0.0
6830,2,1,3,21,0.0
6831,2,1,3,22,0.0
6832,2,1,3,23,0.0
6833,2,1,3,24,0.0
6834,2,1,3,25,0.0
6835,2,1,3,26,0.0
6836,2,1,3,27,0.0
6837,2,1,3,28,0.0
6838,2,1,3,29,0.0
6839,2,1,3,30,-0.0
6840,2,1,4,1,0.0
6841,2,1,4,2,0.0
6842,2,1,4,3,0.0
6843,2,1,4,4,0.0
6844,2,1,4,5,0.0
6845,2,1,4,6,0.0
6846,2,1,4,7,0.0
6847,2,1,4,8,0.0
6848,2,1,4,9,0.0
6849,2,1,4,10,0.0
6850,2,1,4,11,0.0
6851,2,1,4,12,0.0
6852,2,1,4,13,0.0
6853,2,1,4,14,0.0
6854,2,1,4,15,0.0
6855,2,1,4,16,0.0
6856,2,1,4,17,0.0
6857,2,1,4,18,0.0
6858,2,1,4,19,0.0
6859,2,1,4,20,0.0
6860,2,1,4,21,0.0
6861,2,1,4,22,0.0
6862,2,1,4,23,0.0
6863,2,1,4,24,0.0
6864,2,1,4,25,0.0
6865,2,1,4,26,0.0
6866,2,1,4,27,0.0
6867,2,1,4,28,0.0
6868,2,1,4,29,0.0
6869,2,1,4,30,-0.0
6870,2,1,5,1,0.0
6871,2,1,5,2,0.0
6872,2,1,5,3,0.0
6873,2,1,5,4,0.0
6874,2,1,5,5,0.0
6875,2,1,5,6,0.0
6876,2,1,5,7,0.0
6877,2,1,5,8,0.0
6878,2,1,5,9,0.0
6879,2,1,5,10,0.0
6880,2,1,5,11,0.0
6881,2,1,5,12,0.0
6882,2,1,5,13,0.0
6883,2,1,5,14,0.0
6884,2,1,5,15,0.0
6885,2,1,5,16,0.0
6886,2,1,5,17,0.0
6887,2,1,5,18,0.0
6888,2,1,5,19,0.0
6889,2,1,5,20,0.0
6890,2,1,5,21,0.0
6891,2,1,5,22,0.0
6892,2,1,5,23,0.0
6893,2,1,5,24,0.0
6894,2,1,5,25,0.0
6895,2,1,5,26,0.0
6896,2,1,5,27,0.0
6897,2,1,5,28,0.0
6898,2,1,5,29,0.0
6899,2,1,5,30,-0.0
6900,2,1,6,1,0.0
6901,2,1,6,2,0.0
6902,2,1,6,3,0.0
6903,2,1,6,4,0.0
6904,2,1,6,5,0.0
6905,2,1,6,6,0.0
6906,2,1,6,7,0.0
6907,2,1,6,8,0.0
6908,2,1,6,9,0.0
6909,2,1,6,10,0.0
6910,2,1,6,11,0.0
6911,2,1,6,12,0.0
6912,2,1,6,13,0.0
6913,2,1,6,14,0.0
6914,2,1,6,15,0.0
6915,2,1,6,16,0.0
6916,2,1,6,17,0.0
6917,2,1,6,18,0.0
6918,2,1,6,19,0.0
6919,2,1,6,20,0.0
6920,2,1,6,21,0.0
6921,2,1,6,22,0.0
6922,2,1,6,23,0.0
6923,2,1,6,24,0.0
6924,2,1,6,25,0.0
6925,2,1,6,26,0.0
6926,2,1,6,27,0.0
6927,2,1,6,28,0.0
6928,2,1,6,29,0.0
6929,2,1,6,30,-0.0
6930,2,1,7,1,0.0
6931,2,1,7,2,0.0
6932,2,1,7,3,0.0
6933,2,1,7,4,0.0
6934,2,1,7,5,0.0
6935,2,1,7,6,0.0
6936,2,1,7,7,0.0
6937,2,1,7,8,0.0
6938,2,1,7,9,0.0
6939,2,1,7,10,0.0
6940,2,1,7,11,0.0
6941,2,1,7,12,0.0
6942,2,1,7,13,0.0
6943,2,1,7,14,0.0
6944,2,1,7,15,0.0
6945,2,1,7,16,0.0
6946,2,1,7,17,0.0
6947,2,1,7,18,0.0
6948,2,1,7,19,0.0
6949,2,1,7,20,0.0
6950,2,1,7,21,0.0
6951,2,1,7,22,0.0
6952,2,1,7,23,0.0
6953,2,1,7,24,0.0
6954,2,1,7,25,0.0
6955,2,1,7,26,0.0
6956,2,1,7,27,0.0
6957,2,1,7,28,0.0
6958,2,1,7,29,0.0
6959,2,1,7,30,-0.0
6960,2,1,8,1,0.0
6961,2,1,8,2,0.0
6962,2,1,8,3,0.0
6963,2,1,8,4,0.0
6964,2,1,8,5,0.0
6965,2,1,8,6,0.0
6966,2,1,8,7,0.0
6967,2,1,8,8,0.0
6968,2,1,8,9,0.0
6969,2,1,8,10,0.0
6970,2,1,8,11,0.0
6971,2,1,8,12,0.0
6972,2,1,8,13,0.0
6973,2,1,8,14,0.0
6974,2,1,8,15,0.0
6975,2,1,8,16,0.0
6976,2,1,8,17,0.0
6977,2,1,8,18,0.0
6978,2,1,8,19,0.0
6979,2,1,8,20,0.0
6980,2,1,8,21,0.0
6981,2,1,8,22,0.0
6982,2,1,8,23,0.0
6983,2,1,8,24,0.0
6984,2,1,8,25,0.0
6985,2,1,8,26,0.0
6986,2,1,8,27,0.0
6987,2,1,8,28,0.0
6988,2,1,8,29,0.0
6989,2,1,8,30,-0.0
6990,2,1,9,1,0.0
6991,2,1,9,2,0.0
6992,2,1,9,3,0.0
6993,2,1,9,4,0.0
6994,2,1,9,5,0.0
6995,2,1,9,6,0.0
6996,2,1,9,7,0.0
6997,2,1,9,8,0.0
6998,2,1,9,9,0.0
6999,2,1,9,10,0.0
7000,2,1,9,11,0.0
7001,2,1,9,12,0.0
7002,2,1,9,13,0.0
7003,2,1,9,14,0.0
7004,2,1,9,15,0.0
7005,2,1,9,16,0.0
7006,2,1,9,17,0.0
7007,2,1,9,18,0.0
7008,2,1,9,19,0.0
7009,2,1,9,20,0.0
7010,2,1,9,21,0.0
7011,2,1,9,22,0.0
7012,2,1,9,23,0.0
7013,2,1,9,24,0.0
7014,2,1,9,25,0.0
7015,2,1,9,26,0.0
7016,2,1,9,27,0.0
7017,2,1,9,28,0.0
7018,2,1,9,29,0.0
7019,2,1,9,30,-0.0
7020,2,1,10,1,0.0
7021,2,1,10,2,0.0
7022,2,1,10,3,0.0
7023,2,1,10,4,0.0
7024,2,1,10,5,0.0
7025,2,1,10,6,0.0
7026,2,1,10,7,0.0
7027,2,1,10,8,0.0
7028,2,1,10,9,0.0
7029,2,1,10,10,0.0
7030,2,1,10,11,0.0
7031,2,1,10,12,0.0
7032,2,1,10,13,0.0
7033,2,1,10,14,0.0
7034,2,1,10,15,0.0
7035,2,1,10,16,0.0
7036,2,1,10,17,0.0
7037,2,1,10,18,0.0
7038,2,1,10,19,0.0
7039,2,1,10,20,0.0
7040,2,1,10,21,0.0
7041,2,1,10,22,0.0
7042,2,1,10,23,0.0
7043,2,1,10,24,0.0
7044,2,1,10,25,0.0
7045,2,1,10,26,0.0
7046,2,1,10,27,0.0
7047,2,1,10,28,0.0
7048,2,1,10,29,0.0
7049,2,1,10,30,-0.0
7050,2,1,11,1,0.0
7051,2,1,11,2,0.0
7052,2,1,11,3,0.0
7053,2,1,11,4,0.0
7054,2,1,11,5,0.0
7055,2,1,11,6,0.0
7056,2,1,11,7,0.0
7057,2,1,11,8,0.0
7058,2,1,11,9,0.0
7059,2,1,11,10,0.0
7060,2,1,11,11,0.0
7061,2,1,11,12,0.0
7062,2,1,11,13,0.0
7063,2,1,11,14,0.0
7064,2,1,11,15,0.0
7065,2,1,11,16,0.0
7066,2,1,11,17,0.0
7067,2,1,11,18,0.0
7068,2,1,11,19,0.0
7069,2,1,11,20,0.0
7070,2,1,11,21,0.0
7071,2,1,11,22,0.0
7072,2,1,11,23,0.0
7073,2,1,11,24,0.0
7074,2,1,11,25,0.0
7075,2,1,11,26,0.0
7076,2,1,11,27,0.0
7077,2,1,11,28,0.0
7078,2,1,11,29,0.0
7079,2,1,11,30,-0.0
7080,2,1,12,1,0.0
7081,2,1,12,2,0.0
7082,2,1,12,3,0.0
7083,2,1,12,4,0.0
7084,2,1,12,5,0.0
7085,2,1,12,6,0.0
7086,2,1,12,7,0.0
7087,2,1,12,8,0.0
7088,2,1,12,9,0.0
7089,2,1,12,10,0.0
7090,2,1,12,11,0.0
7091,2,1,12,12,0.0
7092,2,1,12,13,0.0
7093,2,1,12,14,0.0
7094,2,1,12,15,0.0
7095,2,1,12,16,0.0
7096,2,1,12,17,0.0
7097,2,1,12,18,0.0
7098,2,1,12,19,0.0
7099,2,1,12,20,0.0
7100,2,1,12,21,0.0
7101,2,1,12,22,0.0
7102,2,1,12,23,0.0
7103,2,1,12,24,0.0
7104,2,1,12,25,0.0
7105,2,1,12,26,0.0
7106,2,1,12,27,0.0
7107,2,1,12,28,0.0
7108,2,1,12,29,0.0
7109,2,1,12,30,-0.0
7110,2,1,13,1,0.0
7111,2,1,13,2,0.0
7112,2,1,13,3,0.0
7113,2,1,13,4,0.0
7114,2,1,13,5,0.0
7115,2,1,13,6,0.0
7116,2,1,13,7,0.0
7117,2,1,13,8,0.0
7118,2,1,13,9,0.0
7119,2,1,13,10,0.0
7120,2,1,13,11,0.0
7121,2,1,13,12,0.0
7122,2,1,13,13,0.0
7123,2,1,13,14,0.0
7124,2,1,13,15,0.0
7125,2,1,13,16,0.0
7126,2,1,13,17,0.0
7127,2,1,13,18,0.0
7128,2,1,13,19,0.0
7129,2,1,13,20,0.0
7130,2,1,13,21,0.0
7131,2,1,13,22,0.0
7132,2,1,13,23,0.0
7133,2,1,13,24,0.0
7134,2,1,13,25,0.0
7135,2,1,13,26,0.0
7136,2,1,13,27,0.0
7137,2,1,13,28,0.0
7138,2,1,13,29,0.0
7139,2,1,13,30,-0.0
7140,2,1,14,1,0.0
7141,2,1,14,2,0.0
7142,2,1,14,3,0.0
7143,2,1,14,4,0.0
7144,2,1,14,5,0.0
7145,2,1,14,6,0.0
7146,2,1,14,7,0.0
7147,2,1,14,8,0.0
7148,2,1,14,9,0.0
7149,2,1,14,10,0.0
7150,2,1,14,11,0.0
7151,2,1,14,12,0.0
7152,2,1,14,13,0.0
7153,2,1,14,14,0.0
7154,2,1,14,15,0.0
7155,2,1,14,16,0.0
7156,2,1,14,17,0.0
7157,2,1,14,18,0.0
7158,2,1,14,19,0.0
7159,2,1,14,20,0.0
7160,2,1,14,21,0.0
7161,2,1,14,22,0.0
7162,2,1,14,23,0.0
7163,2,1,14,24,0.0
7164,2,1,14,25,0.0
7165,2,1,14,26,0.0
7166,2,1,14,27,0.0
7167,2,1,14,28,0.0
7168,2,1,14,29,0.0
7169,2,1,14,30,-0.0
7170,2,1,15,1,0.0
7171,2,1,15,2,0.0
7172,2,1,15,3,0.0
7173,2,1,15,4,0.0
7174,2,1,15,5,0.0
7175,2,1,15,6,0.0
7176,2,1,15,7,0.0
7177,2,1,15,8,0.0
7178,2,1,15,9,0.0
7179,2,1,15,10,0.0
7180,2,1,15,11,0.0
7181,2,1,15,12,0.0
7182,2,1,15,13,0.0
7183,2,1,15,14,0.0
7184,2,1,15,15,0.0
7185,2,1,15,16,0.0
7186,2,1,15,17,0.0
7187,2,1,15,18,0.0
7188,2,1,15,19,0.0
7189,2,1,15,20,0.0
7190,2,1,15,21,0.0
7191,2,1,15,22,0.0
7192,2,1,15,23,0.0
7193,2,1,15,24,0.0
7194,2,1,15,25,0.0
7195,2,1,15,26,0.0
7196,2,1,15,27,0.0
7197,2,1,15,28,0.0
7198,2,1,15,29,0.0
7199,2,1,15,30,-0.0
7200,2,2,1,1,0.0
7201,2,2,1,2,0.0
7202,2,2,1,3,0.0
7203,2,2,1,4,0.0
7204,2,2,1,5,0.0
7205,2,2,1,6,0.0
7206,2,2,1,7,0.0
7207,2,2,1,8,0.0
7208,2,2,1,9,0.0
7209,2,2,1,10,0.0
7210,2,2,1,11,0.0
7211,2,2,1,12,0.0
7212,2,2,1,13,0.0
7213,2,2,1,14,0.0
7214,2,2,1,15,0.0
